Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges
43,1,65,77.72,0,3,5078.65
42,1,32,67.16,2,1,2187.24
55,0,53,10.48,0,2,540.61
44,1,48,99.67,0,2,4813.06
27,0,49,45.31,0,2,2222.27
44,0,13,115.51,0,0,1462.56
36,0,69,79.91,0,2,5578.24
49,0,20,26.31,2,0,476.94
47,1,62,115.73,0,2,7127.91
40,0,59,61.31,1,3,3638.4
63,0,42,41.21,0,2,1686.16
34,1,5,62.56,1,3,373.19
42,0,32,19.21,2,0,686.11
57,1,65,149.31,0,3,9749.35
64,0,13,103.74,0,3,1290.47
26,1,6,115.2,0,2,669.33
30,1,67,79.95,2,3,5381.03
56,1,42,39.19,0,0,1715.37
51,1,72,48.8,0,0,3463.29
72,1,53,24.82,0,0,1282.18
62,0,4,130.72,0,2,502.81
68,0,35,111.78,0,0,3901.95
75,0,11,34.27,0,2,292.64
58,1,57,86.32,2,1,4841.73
39,1,50,136.58,2,0,6749.86
40,0,6,13.67,1,1,111.26
51,1,9,11.85,1,2,68.14
67,0,69,62.08,0,0,4280.91
54,0,32,96.69,0,0,3032.53
54,0,68,77.98,2,3,5207.85
37,1,12,38.96,2,2,397.48
63,1,2,144.85,0,1,290.36
35,1,45,72.98,0,2,3215.3
19,1,51,75.73,0,2,3823.17
63,0,44,97.58,0,2,4276.57
38,0,49,134.91,0,3,6592.22
62,0,31,141.75,1,2,4421.33
77,0,3,107.1,0,1,307.38
79,0,62,33.11,2,3,2001.07
28,1,3,106.92,0,2,311.72
38,0,21,134.79,1,0,2850.49
35,0,2,32.93,0,0,30.1
37,0,41,22.34,2,0,944.24
77,1,11,120.65,0,1,1317.0
52,1,54,94.68,2,3,5112.66
34,1,19,121.77,0,0,2292.92
50,1,30,87.37,1,1,2610.74
67,1,44,84.12,1,2,3744.3
32,1,19,107.23,2,2,2090.73
62,2,3,41.55,1,3,169.99
48,0,36,52.79,0,3,1868.4
60,0,13,89.64,0,0,1084.59
19,0,48,137.99,0,3,6614.77
68,2,5,148.77,1,0,724.19
49,0,29,29.6,2,2,892.81
32,1,45,142.14,2,1,6387.22
71,0,36,89.43,1,1,3191.19
53,0,28,122.74,1,0,3411.55
61,1,57,41.54,2,0,2373.55
74,1,25,52.81,2,2,1253.31
77,1,38,133.04,0,1,4988.74
34,1,56,65.53,2,2,3695.43
73,1,6,18.44,2,3,135.42
75,0,63,56.19,0,0,3628.27
57,1,48,24.33,1,2,1262.14
25,1,42,96.69,2,1,4007.31
72,1,31,136.69,0,3,4299.4
24,1,28,10.17,0,2,316.37
45,0,42,26.39,1,2,1058.75
55,0,70,51.66,1,3,3703.0
21,0,59,110.21,0,0,6489.9
42,1,21,41.3,0,3,943.34
39,1,4,25.57,0,3,113.22
52,0,42,94.63,2,1,3906.21
24,1,25,66.96,0,0,1657.58
80,0,3,128.51,2,3,427.32
67,0,18,137.37,0,2,2469.28
41,1,72,117.72,0,3,8404.28
69,0,4,138.91,0,3,525.52
59,1,66,88.52,0,2,5878.36
66,1,46,67.16,0,0,3068.44
60,0,7,79.45,2,0,471.59
31,2,72,37.86,0,0,2720.61
73,0,66,94.26,0,0,6249.99
62,0,36,114.19,0,1,4150.68
41,1,5,41.47,1,3,207.96
58,0,43,22.08,0,0,909.12
66,1,31,114.05,0,1,3538.85
22,0,57,136.69,2,2,7800.17
28,0,44,16.9,1,2,726.9
70,0,52,64.39,2,2,3435.47
77,1,49,106.25,0,1,5168.38
31,1,52,100.9,0,2,5200.07
36,0,4,145.49,0,1,660.72
60,0,22,126.94,0,0,2831.5
47,0,47,44.4,0,3,2054.04
39,0,9,39.22,1,3,270.86
77,1,10,64.94,1,1,661.42
72,0,24,36.47,0,1,852.49
74,1,69,118.43,1,3,8096.83
61,0,47,27.2,0,1,1327.03
18,0,28,90.47,0,2,2467.89
38,1,63,61.6,0,2,3877.03
47,1,23,35.81,0,0,782.94
46,0,51,42.11,0,2,2116.18
46,2,72,57.17,2,3,4158.99
56,0,53,44.32,2,0,2355.08
21,1,71,82.93,2,0,5953.04
72,0,25,147.54,2,2,3663.9
28,0,41,77.59,0,2,3140.07
62,0,47,18.41,0,0,819.16
28,0,48,54.73,0,3,2599.59
55,1,22,97.02,1,2,2065.28
44,1,40,119.06,2,2,4732.76
76,1,36,91.47,0,3,3216.76
50,0,18,77.22,2,3,1497.31
63,0,38,131.97,2,2,4966.65
77,0,35,132.52,2,2,4672.89
63,1,45,119.43,0,3,5410.95
37,1,64,74.88,1,3,4724.12
22,2,48,83.46,1,3,4032.9
63,0,63,120.37,0,2,7599.05
31,0,58,44.28,1,3,2553.07
34,1,63,56.99,2,0,3537.96
32,1,34,139.35,1,2,4761.89
49,0,15,49.57,1,0,767.47
18,0,65,20.73,0,0,1380.78
52,0,22,24.34,0,0,554.28
63,0,5,63.76,0,1,378.4
24,1,36,61.78,0,2,2151.83
35,1,6,131.25,1,1,779.37
49,0,18,91.29,1,3,1651.88
77,1,72,80.97,0,1,5803.1
20,0,47,51.89,0,0,2363.53
34,1,1,138.53,0,2,210.63
53,0,40,47.89,1,0,1856.64
68,0,66,91.41,0,2,6104.97
58,1,8,26.81,1,2,197.4
71,1,58,17.4,2,2,1025.89
56,0,68,85.12,0,3,5786.63
53,1,34,87.18,2,3,3081.52
30,0,6,57.77,0,1,351.72
39,1,67,65.97,1,1,4352.85
65,1,71,12.97,2,3,888.94
45,1,15,38.95,2,0,626.97
48,1,41,95.45,1,3,3871.91
69,1,9,82.13,0,3,614.11
61,0,2,106.5,0,2,172.31
51,0,17,80.4,1,0,1400.75
21,0,63,106.05,0,2,6680.71
48,0,6,142.1,0,1,820.12
39,0,70,132.35,1,0,9301.55
74,0,65,12.26,1,3,728.63
45,0,40,14.22,0,2,676.45
42,0,40,49.86,1,0,2054.6
34,1,25,65.54,0,0,1645.91
20,0,54,102.22,2,0,5446.7
33,1,10,92.25,0,3,869.77
41,1,65,113.18,0,0,7374.19
74,1,62,64.94,1,2,3965.72
34,0,48,37.83,0,2,1837.9
71,1,20,63.91,0,3,1237.47
76,1,48,11.65,0,2,616.11
58,1,46,99.48,2,1,4560.08
78,0,36,125.78,1,1,4519.69
30,1,54,146.48,2,3,7923.6
33,1,11,35.69,0,2,399.0
75,0,36,64.44,0,2,2290.81
72,1,60,51.39,0,0,3109.57
55,1,35,34.96,0,2,1260.94
47,0,44,138.47,0,1,6086.85
42,0,44,138.46,0,2,5980.83
46,0,30,62.99,1,2,1885.97
53,1,7,78.51,0,2,568.25
71,0,33,139.88,0,3,4622.1
34,1,42,124.19,1,1,5263.3
66,1,54,79.62,2,1,4255.55
57,1,50,96.84,0,3,4873.01
27,1,13,93.3,1,3,1214.32
50,0,58,14.59,0,3,851.67
66,0,61,105.78,0,0,6500.69
58,0,72,71.09,0,0,5137.6
19,0,7,75.36,1,2,506.77
46,0,49,127.97,0,3,6198.65
38,1,39,141.7,2,2,5463.17
47,0,55,100.61,0,3,5522.68
63,0,1,57.13,1,2,12.46
28,1,49,88.1,0,3,4341.95
43,0,31,131.84,0,0,4067.45
19,0,41,131.03,0,1,5436.5
30,1,58,31.37,0,1,1857.75
41,1,61,125.12,0,3,7622.21
22,0,26,132.27,0,2,3483.04
42,0,42,107.59,0,2,4471.33
20,0,17,27.66,0,2,413.3
52,1,23,59.14,2,2,1259.32
32,1,6,112.77,2,3,681.41
21,1,28,72.57,1,0,2094.37
65,0,3,79.19,1,2,271.46
60,1,62,27.37,0,3,1687.24
80,0,3,141.78,0,2,439.45
52,1,30,43.67,2,0,1329.73
52,0,57,146.53,0,3,8307.57
33,0,2,14.67,0,1,52.86
55,0,50,70.7,2,3,3565.57
30,0,40,60.76,0,2,2442.69
54,0,61,93.82,2,3,5722.62
29,0,12,121.42,2,1,1381.08
31,1,41,19.4,1,3,836.84
72,1,39,20.2,1,2,756.27
30,0,39,140.72,2,2,5469.52
27,1,24,38.13,0,1,918.72
28,1,23,26.01,1,3,585.57
35,0,14,83.46,0,2,1170.03
26,0,15,138.12,0,3,2055.59
50,1,37,142.62,0,2,5319.22
76,1,40,146.63,0,1,5725.35
53,1,65,98.17,0,2,6422.96
30,1,30,72.34,1,3,2143.37
44,1,49,117.82,0,3,5764.34
73,1,68,114.05,2,3,7799.52
32,1,44,37.4,0,0,1638.6
26,1,17,102.21,0,1,1761.08
72,1,46,134.49,0,2,6169.04
53,1,29,96.6,2,3,2777.94
31,1,52,145.29,0,0,7525.57
21,1,8,135.11,0,2,1108.55
44,1,18,16.34,2,2,300.13
62,0,36,67.72,2,2,2374.86
27,2,15,20.62,2,2,283.69
20,0,26,84.82,0,2,2151.65
18,0,22,81.23,2,3,1812.41
52,1,49,101.96,2,2,4983.36
68,1,15,37.17,2,0,557.8
65,1,51,102.49,1,2,5178.41
32,1,4,50.03,0,1,228.45
56,1,22,89.92,1,0,1974.24
29,1,44,40.15,1,2,1731.58
74,0,54,16.01,1,2,843.72
38,1,37,104.35,0,0,3882.06
18,0,3,111.98,0,1,389.48
56,1,22,84.78,0,1,1839.31
69,1,48,38.36,0,3,1836.4
20,0,57,57.5,2,1,3297.08
38,1,25,32.52,0,2,837.37
58,0,28,114.11,2,1,3158.47
56,1,49,63.25,2,2,3098.18
21,0,55,94.09,1,1,5163.65
72,1,27,38.42,0,2,1061.68
40,0,21,48.72,0,3,1049.14
44,0,72,102.35,2,1,7373.26
49,0,63,59.24,2,3,3708.78
63,1,2,92.99,1,2,160.67
56,0,27,108.18,1,2,2996.61
66,2,17,22.82,2,2,422.24
44,1,8,13.36,2,2,174.72
39,1,47,135.34,0,2,6417.95
49,1,48,63.1,0,2,3135.41
20,0,66,93.33,1,2,6167.72
76,0,1,77.95,0,3,180.21
44,1,21,137.67,0,1,2953.39
26,0,35,37.27,0,2,1284.09
59,0,11,66.12,0,2,726.43
59,1,28,117.91,1,2,3314.06
42,1,19,19.66,0,2,429.55
50,1,26,138.61,0,3,3680.4
50,0,8,33.03,0,3,276.66
78,1,37,64.96,1,0,2395.18
52,0,64,97.64,1,0,6178.23
49,1,27,89.2,0,0,2459.24
67,0,21,125.46,0,2,2612.94
53,1,58,117.78,2,2,6742.21
43,0,25,83.53,1,0,2062.38
34,0,5,89.84,2,2,421.93
56,0,22,78.48,0,2,1766.78
30,0,59,31.09,0,2,1853.89
57,1,6,81.36,2,2,545.91
39,1,39,14.34,0,2,517.65
27,0,35,33.9,0,1,1107.32
54,0,13,25.08,2,1,380.69
63,0,1,147.76,2,0,178.15
23,0,7,63.21,2,2,517.19
51,1,63,104.51,2,3,6572.4
30,0,26,55.32,0,3,1420.61
72,0,27,65.79,1,3,1817.47
21,1,46,13.72,2,1,637.83
79,1,62,120.64,0,0,7419.02
72,0,33,134.96,0,1,4346.86
37,2,53,34.31,2,3,1724.21
41,0,27,21.39,1,2,580.15
63,0,37,15.6,0,0,540.19
69,0,46,104.3,1,3,4796.86
75,1,50,129.57,0,2,6523.24
79,1,25,44.47,0,3,1071.96
56,1,14,61.23,0,1,941.17
80,1,72,13.1,0,3,1017.91
73,0,41,103.89,1,3,4327.66
62,1,58,10.05,2,1,593.13
68,1,20,55.95,2,0,1145.21
45,0,2,135.64,1,1,290.49
58,1,45,114.87,1,0,5149.14
70,0,65,103.27,2,0,6674.5
66,0,58,28.2,0,2,1529.96
24,0,70,139.88,0,1,9820.76
35,0,20,39.55,0,0,794.76
77,0,56,128.45,0,3,7143.86
65,1,46,54.96,2,2,2523.96
71,2,44,71.96,0,1,3174.34
60,0,5,118.18,0,3,495.88
25,1,20,82.04,0,2,1599.7
68,0,49,124.45,2,2,6056.45
56,1,8,54.4,0,3,407.16
24,1,61,25.09,1,2,1513.84
40,1,48,64.82,1,1,3102.31
78,0,65,117.2,1,2,7609.77
63,1,35,111.37,2,1,3935.34
29,0,50,63.51,0,2,3103.08
62,1,23,127.03,0,0,2913.64
31,0,10,16.64,0,3,172.31
50,1,53,73.75,2,0,3957.13
76,1,23,79.27,1,1,1853.64
29,1,4,123.95,0,3,498.12
53,1,26,147.2,1,2,3912.08
54,1,61,21.27,0,3,1252.46
62,0,30,27.26,0,2,795.16
18,0,66,144.85,0,2,9540.23
42,1,49,58.95,2,0,2952.79
44,1,35,80.92,2,1,2842.6
32,1,3,60.83,2,2,227.47
26,0,12,103.98,2,2,1212.45
23,0,2,81.37,0,1,97.48
32,0,48,116.48,0,1,5547.41
42,1,2,90.01,0,1,81.85
79,0,43,130.88,0,2,5570.51
79,0,49,124.42,0,0,6063.34
22,0,72,125.45,0,2,8999.57
54,1,71,148.01,2,3,10529.96
47,0,52,56.76,0,2,2958.28
68,1,10,51.25,1,2,433.3
36,0,23,60.34,1,2,1411.32
31,0,54,112.91,2,2,6131.62
20,0,24,116.71,1,3,2860.92
18,1,13,145.28,0,3,1888.95
73,0,71,20.59,0,3,1491.76
66,1,13,146.65,1,0,1953.69
60,0,54,136.11,2,2,7313.96
37,0,28,112.26,1,2,3084.33
64,1,38,83.39,0,2,3154.56
49,1,61,36.23,2,3,2227.22
18,1,21,135.98,1,2,2871.27
70,1,35,137.3,1,2,4810.39
18,2,54,64.27,1,2,3469.1
71,1,12,52.16,2,2,632.67
58,2,44,61.27,1,2,2758.54
48,0,49,70.19,0,1,3462.55
49,0,20,69.41,0,2,1487.37
19,1,36,23.86,0,2,945.87
45,0,55,44.38,2,2,2450.19
58,0,49,72.1,2,2,3421.96
80,0,56,23.0,2,1,1318.57
29,0,59,91.79,2,3,5381.41
40,0,8,146.23,2,3,1219.01
18,1,7,115.55,2,3,863.34
19,2,14,96.16,0,1,1290.49
73,1,68,83.61,2,3,5720.32
38,0,52,81.06,1,0,4224.29
24,1,13,21.82,0,1,270.6
29,1,1,62.85,0,2,56.62
41,1,71,48.58,2,3,3480.55
41,1,65,88.19,0,1,5775.29
46,0,25,115.25,2,2,2946.99
32,0,38,77.98,0,1,3062.2
65,1,40,113.13,2,3,4523.13
52,0,2,12.42,0,1,41.44
47,1,21,129.56,2,1,2589.64
40,1,47,25.71,1,0,1228.08
62,0,23,79.24,0,2,1873.42
31,2,60,85.87,0,3,5116.1
58,0,4,115.23,0,0,492.42
64,1,15,107.45,0,2,1627.71
31,0,8,19.54,0,0,146.36
76,0,22,131.47,0,0,2943.12
43,1,19,102.67,0,0,1888.33
30,1,11,73.86,0,0,717.3
49,1,41,68.1,0,2,2850.92
74,0,26,21.42,0,1,582.43
72,0,12,46.27,0,3,533.92
75,1,44,46.57,0,3,2057.84
54,1,9,141.13,2,1,1265.6
22,0,53,80.88,0,1,4251.49
80,0,21,22.47,2,2,365.46
60,1,58,87.86,0,1,5076.28
18,0,11,91.47,0,0,1032.01
70,1,6,146.04,0,0,924.06
28,1,40,126.55,0,0,5035.24
44,0,32,136.37,1,3,4320.41
67,1,49,109.36,0,2,5258.81
55,0,62,27.19,0,1,1721.17
75,0,39,10.35,0,3,424.95
34,1,28,65.7,2,2,1797.44
61,0,19,50.04,1,2,917.29
33,0,1,60.36,0,3,0.0
49,0,59,84.67,2,2,4944.18
35,0,20,119.87,0,3,2475.19
60,1,54,40.37,1,0,2131.44
20,1,67,90.4,0,2,6065.08
42,1,56,31.86,1,2,1813.49
69,1,7,94.3,0,1,662.19
19,0,56,117.27,1,1,6540.32
57,0,26,30.68,0,0,837.3
36,0,58,16.17,1,2,976.13
39,1,44,73.28,2,2,3261.78
26,0,19,62.42,1,2,1181.5
70,0,37,66.7,0,0,2478.89
49,0,25,120.44,1,3,3089.49
51,1,25,76.14,1,2,1864.07
53,1,56,36.15,1,1,2032.13
23,0,49,19.24,0,1,924.17
31,0,63,100.88,1,1,6287.43
50,0,2,97.35,0,3,231.09
42,0,33,101.75,1,2,3439.06
51,1,12,18.46,0,0,290.5
27,1,55,94.95,0,0,5125.31
61,0,63,25.63,1,1,1590.93
72,0,28,139.51,0,3,3949.24
48,1,53,77.32,0,2,3995.39
20,0,52,29.54,2,2,1569.47
79,1,72,129.83,0,2,9363.77
65,0,57,147.13,0,2,8386.77
23,0,1,123.25,1,1,121.87
35,0,44,113.35,0,2,4979.36
54,0,24,144.07,0,0,3501.03
53,1,1,56.57,0,2,39.95
62,2,68,19.71,0,3,1391.3
33,1,68,111.76,0,0,7651.55
50,1,29,112.51,0,3,3272.68
49,0,26,84.44,1,2,2165.57
31,1,57,62.42,0,2,3638.02
52,1,43,94.32,1,2,4094.55
48,0,24,136.1,0,2,3270.1
46,1,42,100.78,0,1,4237.31
80,1,24,107.84,0,1,2548.41
51,2,21,146.58,0,0,3147.81
60,0,2,147.46,0,2,261.66
43,0,22,27.46,1,1,599.19
54,0,43,119.21,0,2,5175.02
58,0,68,146.63,1,0,9984.19
30,0,14,13.75,1,3,188.23
46,0,4,16.27,0,1,115.62
37,0,38,27.02,0,2,1051.14
35,0,54,69.15,0,1,3815.12
52,1,43,109.44,2,1,4684.74
21,0,53,129.36,0,0,6848.01
53,0,60,127.25,0,0,7568.65
80,1,63,47.35,2,2,3040.48
52,0,63,112.94,1,0,7121.86
18,1,7,33.35,0,3,172.75
41,1,21,28.18,0,3,581.16
63,1,53,27.81,0,2,1424.7
74,1,62,139.89,0,1,8698.68
47,1,2,76.94,0,3,189.5
68,1,32,94.64,2,0,3036.88
24,1,30,115.74,2,1,3481.5
66,1,32,131.65,0,0,4226.06
34,1,24,112.26,0,3,2679.46
26,1,33,95.52,0,3,3117.25
79,1,67,48.11,1,0,3177.1
53,1,20,52.72,1,3,1129.11
50,0,49,142.87,1,2,6977.59
56,1,36,49.31,1,2,1765.36
30,1,41,38.72,0,1,1674.6
79,0,18,37.51,2,3,711.2
76,1,57,68.19,0,0,3919.03
69,1,54,19.9,2,2,1076.37
69,0,27,125.15,0,1,3394.14
25,1,5,27.26,2,1,140.2
19,0,11,70.93,0,3,799.78
28,0,33,87.65,0,2,2902.36
64,1,22,60.36,2,2,1283.3
72,0,28,21.7,2,2,635.57
40,1,50,122.7,0,3,6012.29
32,1,21,67.89,2,2,1442.28
73,0,46,70.57,2,2,3193.74
70,0,67,70.93,2,3,4691.04
52,0,43,100.32,0,2,4369.17
35,1,38,93.0,0,2,3532.24
68,0,2,76.62,1,3,241.28
68,0,50,25.4,0,3,1282.29
34,1,60,130.77,1,1,7883.94
50,0,18,11.35,0,0,187.25
37,1,63,75.82,2,1,4834.28
54,1,6,53.22,0,1,348.67
29,2,32,113.39,1,1,3601.98
53,1,62,90.3,1,3,5622.54
60,1,32,11.11,1,1,303.61
47,0,34,22.24,0,0,759.0
47,1,38,67.02,1,0,2580.91
65,1,24,130.06,0,2,3142.96
76,1,32,58.32,0,0,1859.33
32,0,7,36.18,0,2,182.89
46,0,2,136.28,0,3,272.36
74,0,12,77.4,0,3,832.33
26,1,32,34.7,2,0,1017.43
55,1,62,92.45,2,1,5805.23
80,1,67,27.9,1,3,1918.78
64,1,47,115.29,0,2,5383.51
70,0,21,96.09,2,3,2041.1
30,0,68,137.37,0,2,9375.41
60,0,3,37.26,1,1,127.74
80,1,64,37.09,1,3,2376.36
70,1,55,57.94,1,2,3218.49
29,0,13,88.18,0,2,1067.87
25,1,69,60.13,0,0,4187.09
44,0,4,52.75,0,3,87.54
70,1,10,22.36,0,1,225.43
46,0,52,147.28,0,3,7628.45
44,0,8,87.52,1,1,756.75
73,1,35,33.23,1,3,1111.3
40,0,36,30.95,1,2,1019.4
61,2,5,128.69,0,3,629.81
19,1,25,81.86,2,3,2027.89
40,0,53,10.79,0,2,605.06
58,0,52,63.69,0,2,3291.17
48,0,39,31.43,0,0,1173.11
61,0,55,77.2,0,2,4215.67
18,1,48,140.54,0,3,6814.3
50,0,59,120.47,0,2,7071.1
72,1,38,57.08,0,2,2131.71
47,0,5,112.02,2,0,522.7
55,0,56,75.81,0,3,4197.58
32,1,35,136.54,0,0,4857.35
54,0,16,25.44,0,2,484.26
35,1,36,86.45,0,2,3019.92
18,0,26,66.46,0,2,1712.92
71,1,5,56.24,0,1,183.72
65,1,35,71.16,1,2,2516.16
39,1,3,114.59,1,1,377.29
34,1,57,11.26,0,3,617.44
64,1,64,128.34,0,2,8261.47
75,0,34,54.67,2,0,1902.68
77,2,14,93.76,0,1,1322.63
62,1,28,23.92,1,0,781.18
47,0,61,35.5,0,3,2173.69
30,0,49,148.32,2,3,7284.59
58,0,4,118.78,0,0,424.8
24,0,56,90.55,1,0,5041.22
20,1,49,61.04,0,3,2958.36
22,0,3,147.01,2,2,466.2
26,0,69,105.15,2,1,7300.75
20,0,70,128.13,0,2,8971.24
69,1,39,140.46,0,0,5368.14
24,2,49,36.31,0,2,1699.3
46,1,11,64.26,0,2,742.47
69,0,40,88.26,0,1,3470.32
64,1,60,78.52,0,0,4777.84
43,0,19,42.45,1,2,843.47
52,2,15,112.05,2,3,1588.01
60,1,63,107.64,0,3,6859.29
47,1,64,135.28,2,2,8678.17
20,0,66,80.8,0,0,5253.79
49,0,38,15.42,2,2,618.71
44,0,5,69.17,0,2,343.85
39,1,27,63.56,0,3,1711.25
57,0,52,45.24,0,1,2325.05
30,0,63,10.79,0,2,710.04
75,1,44,19.57,2,1,884.93
23,1,29,58.87,1,3,1730.1
65,0,58,15.62,0,2,866.13
73,0,71,79.24,2,1,5642.87
70,0,54,37.65,0,0,2079.03
25,1,51,76.14,1,2,3875.41
24,1,60,123.45,0,0,7454.55
43,1,35,58.59,0,2,2045.59
42,1,46,93.91,2,0,4261.44
50,1,64,145.83,0,2,9239.97
32,1,34,131.24,0,2,4505.44
28,1,10,75.09,0,0,658.49
56,1,20,112.07,1,1,2248.59
33,1,19,25.08,0,1,441.6
27,0,39,124.24,0,1,4833.0
77,0,27,97.73,1,2,2612.6
37,0,41,106.97,0,2,4417.48
29,0,65,42.6,0,2,2783.81
38,0,47,100.84,0,2,4707.17
50,0,67,61.91,1,3,4150.96
42,0,22,25.37,2,2,489.58
65,0,39,98.6,0,3,3837.4
79,1,31,131.73,0,2,4036.77
24,1,50,137.65,0,2,6852.52
57,0,56,75.61,0,0,4218.7
68,0,42,20.46,1,2,914.44
28,1,9,54.31,0,3,482.82
27,0,18,28.95,1,1,443.47
58,0,45,58.18,2,2,2534.92
45,1,57,22.28,1,0,1254.82
47,0,47,143.08,0,3,6745.94
33,2,24,11.96,0,2,320.37
71,1,49,115.27,1,1,5597.09
45,0,38,43.68,0,0,1653.54
21,1,6,36.74,0,1,207.18
73,1,36,57.52,1,1,2112.54
44,1,25,122.49,0,2,3142.79
61,1,53,17.87,1,0,893.86
67,1,57,54.77,1,2,3056.8
68,0,18,71.48,0,3,1297.77
64,0,29,101.87,1,3,3010.08
78,1,38,105.41,0,2,3988.07
26,0,30,137.84,2,1,4117.82
62,0,25,63.1,1,2,1556.02
36,2,15,118.07,0,2,1804.13
35,1,16,125.53,0,3,1974.64
42,0,35,138.48,0,3,4797.94
80,1,26,110.52,0,1,2845.07
39,0,48,110.24,0,2,5298.65
30,1,19,118.19,1,2,2192.44
58,1,57,86.12,0,3,4890.45
61,0,48,82.14,2,0,3995.01
38,0,71,84.36,1,1,6005.13
22,1,3,98.53,1,3,391.59
48,0,28,36.23,0,1,951.63
24,2,33,146.79,1,1,4871.59
59,1,36,42.6,0,3,1495.0
60,0,46,62.15,0,1,2878.25
36,1,24,61.38,2,3,1493.8
65,1,20,141.28,0,0,2817.32
56,0,2,109.72,2,3,205.09
59,0,52,72.76,0,1,3761.74
63,0,51,64.74,0,3,3276.75
35,0,35,112.06,1,0,3878.99
44,1,33,89.66,0,3,2872.85
63,1,37,22.4,0,3,886.76
53,1,46,47.53,0,3,2163.74
47,0,23,64.71,2,2,1467.76
30,0,34,83.38,2,2,2809.92
46,0,71,145.89,0,2,10369.27
72,0,47,35.32,0,0,1640.48
65,1,37,133.21,0,0,4899.54
31,0,63,145.36,1,1,9167.27
44,0,7,90.14,1,2,598.56
72,1,26,131.08,0,2,3432.8
37,2,45,133.23,2,3,5969.68
70,0,24,87.54,0,3,2162.83
41,2,56,109.88,0,0,6066.64
19,1,66,79.96,0,3,5243.26
64,0,34,71.48,0,1,2410.59
27,1,70,45.08,0,1,3107.74
74,0,11,106.53,0,3,1163.22
43,1,64,127.45,1,3,8243.01
46,1,48,45.79,0,3,2209.55
67,1,3,139.5,1,0,338.65
26,1,44,37.81,2,0,1681.31
75,1,52,120.8,1,2,6256.19
69,1,52,65.18,0,2,3371.28
33,0,55,18.6,2,0,999.67
76,1,13,119.41,0,2,1545.08
22,1,19,61.43,0,2,1189.88
40,0,43,13.04,1,1,523.68
72,1,42,95.16,1,2,3914.75
49,0,29,10.52,1,3,364.95
67,0,5,18.21,1,1,143.02
77,1,28,20.49,1,0,570.85
79,0,43,24.26,0,3,1056.55
36,0,69,100.96,0,1,6983.31
59,0,15,22.74,1,0,291.74
18,1,35,79.05,2,3,2793.57
64,1,27,132.09,1,2,3544.5
41,1,21,52.95,2,2,1148.27
51,1,70,106.4,1,2,7478.54
21,1,58,129.44,0,1,7536.04
67,0,22,112.5,0,3,2517.36
24,1,8,45.93,0,0,391.43
23,0,69,52.51,1,1,3610.15
38,0,53,81.96,1,0,4309.01
69,1,60,132.03,1,3,7798.19
35,1,44,137.04,0,3,5991.41
25,1,32,148.67,0,3,4750.02
37,0,37,92.62,1,3,3376.9
45,1,71,27.23,2,1,1971.65
76,0,57,47.48,0,1,2697.12
28,0,46,50.93,0,1,2428.01
60,0,15,92.6,0,2,1388.35
50,2,19,137.02,1,2,2647.31
20,0,25,68.86,2,2,1676.62
63,0,19,82.98,0,2,1598.97
20,1,51,139.27,1,1,7116.35
18,2,13,46.55,2,2,563.89
52,0,54,25.25,2,3,1308.11
40,1,49,25.52,2,2,1179.75
74,0,27,135.14,1,3,3570.93
40,0,55,65.76,0,2,3679.17
55,0,35,115.01,1,2,3994.38
56,1,72,68.64,0,3,4967.04
61,0,57,39.47,0,3,2263.76
65,1,36,147.89,0,3,5343.5
69,0,69,119.35,2,0,8212.4
62,0,69,96.01,0,0,6652.71
22,1,27,31.16,0,3,901.89
20,0,6,55.37,0,1,415.6
71,1,20,84.43,0,2,1690.87
50,1,6,69.74,2,2,395.07
71,1,66,53.98,2,3,3522.65
43,0,14,116.04,0,3,1608.24
34,1,1,40.94,0,2,77.6
55,0,6,131.24,0,3,762.5
28,1,65,134.57,1,2,8704.1
20,1,26,67.31,0,2,1800.59
67,0,69,14.97,1,2,1087.3
47,0,57,14.49,1,1,881.81
35,0,29,87.7,2,0,2591.41
41,0,48,18.5,0,1,943.41
73,0,51,104.94,0,2,5359.87
49,0,57,92.39,0,1,5190.88
50,1,50,95.33,0,0,4826.77
79,1,68,28.23,0,0,1881.87
79,1,56,119.65,0,1,6663.7
25,0,47,52.66,2,2,2546.19
50,0,33,125.87,1,2,4152.45
60,0,4,92.68,2,2,273.39
51,1,60,96.96,1,3,5849.99
22,0,58,46.25,1,3,2659.86
54,1,2,90.51,2,3,172.38
50,0,72,112.87,0,2,8143.78
32,0,45,56.83,1,2,2581.29
34,1,42,28.82,0,2,1253.11
26,0,27,144.89,0,3,3846.84
67,1,18,57.51,2,3,1052.52
18,2,44,63.0,0,3,2756.16
49,0,61,143.13,1,2,8741.85
52,0,8,103.33,0,3,899.1
50,0,52,44.47,2,0,2347.93
40,0,51,57.24,0,0,2909.86
63,1,35,136.71,1,0,4799.44
79,0,71,136.41,0,0,9636.09
52,0,45,60.51,0,1,2673.58
59,0,49,113.87,0,3,5594.77
54,0,41,101.13,0,3,4154.05
72,2,49,125.14,0,0,5997.26
51,0,3,45.02,0,0,210.82
69,1,53,147.25,0,0,7811.29
32,1,56,74.67,0,0,4087.97
64,1,41,29.42,1,2,1114.29
21,1,55,21.9,0,2,1221.15
48,0,67,17.43,0,2,1198.25
76,0,57,122.45,2,2,6949.92
46,1,59,62.63,2,1,3744.58
